gencodeId	geneSymbol	median	tissueSiteDetail	entrezGeneId	geneType	chromosome	start	end	strand	tss
ENSG00000172889.15	EGFL7	5.53727	Cells - Cultured fibroblasts	51162	protein coding	chr9	136658856	136672678	+	136658856
ENSG00000172965.14	MIR4435-2HG	18.406	Cells - Cultured fibroblasts	541471	lincRNA	chr2	111196350	111495100	-	111495100
ENSG00000172992.11	DCAKD	29.6373	Cells - Cultured fibroblasts	79877	protein coding	chr17	45023340	45061109	-	45061109
ENSG00000173295.7	FAM86B3P	3.33008	Cells - Cultured fibroblasts	286042	transcribed unprocessed pseudogene	chr8	8228595	8244865	+	8228595
ENSG00000173327.7	MAP3K11	23.9827	Cells - Cultured fibroblasts	4296	protein coding	chr11	65597755	65615382	-	65615382
ENSG00000173598.13	NUDT4	14.1949	Cells - Cultured fibroblasts	11163	protein coding	chr12	93377883	93408146	+	93377883
ENSG00000173660.11	UQCRH	476.561	Cells - Cultured fibroblasts	7388	protein coding	chr1	46303631	46316776	+	46303631
ENSG00000173727.12	CMB9-22P13.1	17.507	Cells - Cultured fibroblasts		transcribed unprocessed pseudogene	chr11	65455258	65466720	+	65455258
ENSG00000173950.15	XXYLT1	12.8078	Cells - Cultured fibroblasts	152002	protein coding	chr3	195068279	195271167	-	195271167
ENSG00000174106.2	LEMD3	18.5787	Cells - Cultured fibroblasts	23592	protein coding	chr12	65169571	65248327	+	65169571
ENSG00000174227.15	PIGG	19.4726	Cells - Cultured fibroblasts	54872	protein coding	chr4	499210	540196	+	499210
ENSG00000174721.9	FGFBP3	1.52297	Cells - Cultured fibroblasts	143282	protein coding	chr10	91906589	91909483	-	91909483
ENSG00000174989.12	FBXW8	21.1549	Cells - Cultured fibroblasts	26259	protein coding	chr12	116910956	117031148	+	116910956
ENSG00000175294.5	CATSPER1	1.38047	Cells - Cultured fibroblasts	117144	protein coding	chr11	66016752	66026517	-	66026517
ENSG00000175643.8	RMI2	6.28037	Cells - Cultured fibroblasts	116028	protein coding	chr16	11249619	11351762	+	11249619
ENSG00000175826.11	CTDNEP1	202.055	Cells - Cultured fibroblasts	23399	protein coding	chr17	7243591	7252491	-	7252491
ENSG00000175854.11	SWI5	34.5878	Cells - Cultured fibroblasts	375757	protein coding	chr9	128275379	128288990	+	128275379
ENSG00000176124.11	DLEU1	0.596567	Cells - Cultured fibroblasts	10301	protein coding	chr13	50082171	50723236	+	50082171
ENSG00000176490.4	DIRAS1	10.5484	Cells - Cultured fibroblasts	148252	protein coding	chr19	2714567	2721418	-	2721418
ENSG00000176623.11	RMDN1	29.8204	Cells - Cultured fibroblasts	51115	protein coding	chr8	86468257	86514357	-	86514357
ENSG00000176894.9	PXMP2	23.9904	Cells - Cultured fibroblasts	5827	protein coding	chr12	132687606	132704991	+	132687606
ENSG00000176915.14	ANKLE2	44.7253	Cells - Cultured fibroblasts	23141	protein coding	chr12	132725503	132761888	-	132761888
ENSG00000176978.13	DPP7	121.466	Cells - Cultured fibroblasts	29952	protein coding	chr9	137110542	137115177	-	137115177
ENSG00000176986.15	SEC24C	64.2423	Cells - Cultured fibroblasts	9632	protein coding	chr10	73744384	73772161	+	73744384
ENSG00000177000.10	MTHFR	7.67904	Cells - Cultured fibroblasts	4524	protein coding	chr1	11785723	11806920	-	11806920
ENSG00000177106.14	EPS8L2	16.4985	Cells - Cultured fibroblasts	64787	protein coding	chr11	694438	727727	+	694438
ENSG00000177239.14	MAN1B1	63.3243	Cells - Cultured fibroblasts	11253	protein coding	chr9	137086927	137109187	+	137086927
ENSG00000177479.19	ARIH2	33.4053	Cells - Cultured fibroblasts	10425	protein coding	chr3	48918821	48986382	+	48918821
ENSG00000177483.11	RBM44	0.227293	Cells - Cultured fibroblasts	375316	protein coding	chr2	237798389	237842808	+	237798389
ENSG00000177600.8	RPLP2	1924.88	Cells - Cultured fibroblasts	6181	protein coding	chr11	809647	812880	+	809647
ENSG00000177663.13	IL17RA	19.1979	Cells - Cultured fibroblasts	23765	protein coding	chr22	17084954	17115694	+	17084954
ENSG00000177666.16	PNPLA2	113.24	Cells - Cultured fibroblasts	57104	protein coding	chr11	818902	825573	+	818902
ENSG00000177951.17	BET1L	63.9102	Cells - Cultured fibroblasts	51272	protein coding	chr11	167784	207428	-	207428
ENSG00000178150.9	ZNF114	0.22183	Cells - Cultured fibroblasts	163071	protein coding	chr19	48270102	48287608	+	48270102
ENSG00000178209.14	PLEC	212.023	Cells - Cultured fibroblasts	5339	protein coding	chr8	143915147	143976734	-	143976734
ENSG00000178252.17	WDR6	82.1579	Cells - Cultured fibroblasts	11180	protein coding	chr3	49007062	49015953	+	49007062
ENSG00000178381.11	ZFAND2A	26.0102	Cells - Cultured fibroblasts	90637	protein coding	chr7	1152071	1160759	-	1160759
ENSG00000178878.12	APOLD1	3.04557	Cells - Cultured fibroblasts	81575	protein coding	chr12	12725917	12829975	+	12725917
ENSG00000178927.17	C17orf62	38.669	Cells - Cultured fibroblasts	79415	protein coding	chr17	82442589	82450829	-	82450829
ENSG00000179532.12	DNHD1	2.27538	Cells - Cultured fibroblasts	144132	protein coding	chr11	6497260	6593758	+	6497260
ENSG00000179979.8	CRIPAK	9.04691	Cells - Cultured fibroblasts		protein coding	chr4	1391552	1395989	+	1391552
ENSG00000180185.11	FAHD1	29.4309	Cells - Cultured fibroblasts	81889	protein coding	chr16	1826941	1840207	+	1826941
ENSG00000180257.13	ZNF816	4.8325	Cells - Cultured fibroblasts	125893	protein coding	chr19	52949379	52962911	-	52962911
ENSG00000180357.9	ZNF609	16.1963	Cells - Cultured fibroblasts	23060	protein coding	chr15	64460742	64686068	+	64460742
ENSG00000180448.10	ARHGAP45	2.77854	Cells - Cultured fibroblasts	23526	protein coding	chr19	1065923	1086628	+	1065923
ENSG00000180817.11	PPA1	190.375	Cells - Cultured fibroblasts	5464	protein coding	chr10	70202830	70233911	-	70233911
ENSG00000180822.11	PSMG4	5.13673	Cells - Cultured fibroblasts	389362	protein coding	chr6	3231403	3303373	+	3231403
ENSG00000180900.18	SCRIB	40.2597	Cells - Cultured fibroblasts	23513	protein coding	chr8	143790920	143815379	-	143815379
ENSG00000181027.10	FKRP	17.6985	Cells - Cultured fibroblasts	79147	protein coding	chr19	46746046	46776988	+	46746046
ENSG00000181031.15	RPH3AL	0.635173	Cells - Cultured fibroblasts	9501	protein coding	chr17	212389	386254	-	386254
ENSG00000181126.13	HLA-V	0.07475	Cells - Cultured fibroblasts		transcribed unprocessed pseudogene	chr6	29790954	29797811	+	29790954
ENSG00000181274.6	FRAT2	7.47344	Cells - Cultured fibroblasts	23401	protein coding	chr10	97332497	97334709	-	97334709
ENSG00000182013.17	PNMAL1	2.64368	Cells - Cultured fibroblasts	55228	protein coding	chr19	46466491	46471563	-	46471563
ENSG00000182149.20	IST1	53.2331	Cells - Cultured fibroblasts	9798	protein coding	chr16	71845996	71931199	+	71845996
ENSG00000182378.13	PLCXD1	9.81845	Cells - Cultured fibroblasts	55344	protein coding	chrX	276322	303356	+	276322
ENSG00000182446.13	NPLOC4	36.1262	Cells - Cultured fibroblasts	55666	protein coding	chr17	81556887	81648465	-	81648465
ENSG00000182511.11	FES	10.6241	Cells - Cultured fibroblasts	2242	protein coding	chr15	90883695	90895776	+	90883695
ENSG00000182704.7	TSKU	33.3086	Cells - Cultured fibroblasts	25987	protein coding	chr11	76782251	76798154	+	76782251
ENSG00000182903.15	ZNF721	10.6244	Cells - Cultured fibroblasts	170960	protein coding	chr4	425815	499156	-	499156
ENSG00000182986.12	ZNF320	7.6815	Cells - Cultured fibroblasts	162967	protein coding	chr19	52863790	52897693	-	52897693
ENSG00000183060.15	LYSMD4	4.17745	Cells - Cultured fibroblasts	145748	protein coding	chr15	99715697	99733561	-	99733561
ENSG00000183255.11	PTTG1IP	263.057	Cells - Cultured fibroblasts	754	protein coding	chr21	44849585	44873903	-	44873903
ENSG00000183258.11	DDX41	63.9887	Cells - Cultured fibroblasts	51428	protein coding	chr5	177511577	177517469	-	177517469
ENSG00000183283.15	DAZAP2	114.854	Cells - Cultured fibroblasts	9802	protein coding	chr12	51238292	51271362	+	51238292
ENSG00000183386.9	FHL3	53.8463	Cells - Cultured fibroblasts	2275	protein coding	chr1	37996770	38005606	-	38005606
ENSG00000183496.5	MEX3B	2.30306	Cells - Cultured fibroblasts	84206	protein coding	chr15	82041778	82046141	-	82046141
ENSG00000183605.16	SFXN4	19.3279	Cells - Cultured fibroblasts	119559	protein coding	chr10	119140767	119165667	-	119165667
ENSG00000183826.16	BTBD9	5.20211	Cells - Cultured fibroblasts	114781	protein coding	chr6	38168451	38640148	-	38640148
ENSG00000184465.15	WDR27	7.58129	Cells - Cultured fibroblasts	253769	protein coding	chr6	169457212	169702048	-	169702048
ENSG00000184497.12	TMEM255B	2.87914	Cells - Cultured fibroblasts	348013	protein coding	chr13	113759240	113816995	+	113759240
ENSG00000184508.10	HDDC3	13.0308	Cells - Cultured fibroblasts	374659	protein coding	chr15	90929964	90932569	-	90932569
ENSG00000184967.6	NOC4L	23.4424	Cells - Cultured fibroblasts	79050	protein coding	chr12	132144448	132152473	+	132144448
ENSG00000185022.11	MAFF	32.9488	Cells - Cultured fibroblasts	23764	protein coding	chr22	38200767	38216511	+	38200767
ENSG00000185122.10	HSF1	82.7896	Cells - Cultured fibroblasts	3297	protein coding	chr8	144291591	144314722	+	144291591
ENSG00000185163.9	DDX51	14.7781	Cells - Cultured fibroblasts	317781	protein coding	chr12	132136594	132144335	-	132144335
ENSG00000185324.21	CDK10	25.1118	Cells - Cultured fibroblasts	8558	protein coding	chr16	89680737	89696364	+	89680737
ENSG00000185359.12	HGS	92.0315	Cells - Cultured fibroblasts	9146	protein coding	chr17	81683326	81703138	+	81683326
ENSG00000185499.16	MUC1	4.57907	Cells - Cultured fibroblasts	4582	protein coding	chr1	155185824	155192916	-	155192916
ENSG00000185507.19	IRF7	6.87446	Cells - Cultured fibroblasts	3665	protein coding	chr11	612553	615999	-	615999
ENSG00000185619.18	PCGF3	23.985	Cells - Cultured fibroblasts	10336	protein coding	chr4	705748	770640	+	705748
ENSG00000185627.17	PSMD13	143.11	Cells - Cultured fibroblasts	5719	protein coding	chr11	236546	252984	+	236546
ENSG00000185684.12	EP400NL	5.7045	Cells - Cultured fibroblasts	347918	protein coding	chr12	132084283	132131639	+	132084283
ENSG00000185883.11	ATP6V0C	271.101	Cells - Cultured fibroblasts	527	protein coding	chr16	2513870	2520218	+	2513870
ENSG00000185989.10	RASA3	55.1953	Cells - Cultured fibroblasts	22821	protein coding	chr13	113977783	114132611	-	114132611
ENSG00000186111.9	PIP5K1C	28.7431	Cells - Cultured fibroblasts	23396	protein coding	chr19	3630183	3700479	-	3700479
ENSG00000186184.16	POLR1D	23.0511	Cells - Cultured fibroblasts	51082	protein coding	chr13	27620742	27744237	+	27620742
ENSG00000186468.12	RPS23	372.875	Cells - Cultured fibroblasts	6228	protein coding	chr5	82273358	82278577	-	82278577
ENSG00000186470.13	BTN3A2	19.2946	Cells - Cultured fibroblasts	11118	protein coding	chr6	26365159	26378320	+	26365159
ENSG00000186532.11	SMYD4	8.24899	Cells - Cultured fibroblasts	114826	protein coding	chr17	1779485	1830634	-	1830634
ENSG00000186704.9	DTX2P1	2.70587	Cells - Cultured fibroblasts		transcribed unprocessed pseudogene	chr7	76978617	77004308	+	76978617
ENSG00000186715.10	MST1L	0.347502	Cells - Cultured fibroblasts	11223	transcribed unprocessed pseudogene	chr1	16754910	16770237	-	16770237
ENSG00000186716.20	BCR	10.2024	Cells - Cultured fibroblasts	613	protein coding	chr22	23179704	23318037	+	23179704
ENSG00000186834.3	HEXIM1	48.3105	Cells - Cultured fibroblasts	10614	protein coding	chr17	45148502	45152101	+	45148502
ENSG00000187049.9	TMEM216	15.6049	Cells - Cultured fibroblasts	51259	protein coding	chr11	61391687	61398863	+	61391687
ENSG00000187601.4	MAGEH1	49.5062	Cells - Cultured fibroblasts	28986	protein coding	chrX	55452105	55453566	+	55452105
ENSG00000187664.8	HAPLN4	0.082498	Cells - Cultured fibroblasts	404037	protein coding	chr19	19255641	19262796	-	19262796
ENSG00000187741.14	FANCA	6.8547	Cells - Cultured fibroblasts	2175	protein coding	chr16	89737549	89816657	-	89816657
ENSG00000187764.11	SEMA4D	0.409038	Cells - Cultured fibroblasts	10507	protein coding	chr9	89360787	89498130	-	89498130
ENSG00000187801.14	ZFP69B	3.66515	Cells - Cultured fibroblasts	65243	protein coding	chr1	40450102	40463718	+	40450102
ENSG00000187954.12	CYHR1	20.6294	Cells - Cultured fibroblasts	50626	protein coding	chr8	144449582	144465677	-	144465677
ENSG00000187961.13	KLHL17	16.0841	Cells - Cultured fibroblasts	339451	protein coding	chr1	960587	965715	+	960587
ENSG00000188092.14	GPR89B	3.63023	Cells - Cultured fibroblasts	51463	protein coding	chr1	147928393	147993521	+	147928393
ENSG00000188130.13	MAPK12	16.8042	Cells - Cultured fibroblasts	6300	protein coding	chr22	50245450	50261825	-	50261825
ENSG00000188321.13	ZNF559	5.17693	Cells - Cultured fibroblasts	84527	protein coding	chr19	9323772	9351162	+	9323772
ENSG00000188599.17	NPIPP1	30.351	Cells - Cultured fibroblasts		transcribed unprocessed pseudogene	chr16	15104312	15123498	-	15123498
ENSG00000189077.10	TMEM120A	44.1189	Cells - Cultured fibroblasts	83862	protein coding	chr7	75986837	75994659	-	75994659
ENSG00000189114.6	BLOC1S3	12.5987	Cells - Cultured fibroblasts	388552	protein coding	chr19	45178745	45181801	+	45178745
ENSG00000189269.12	DRICH1	0.489812	Cells - Cultured fibroblasts	51233	protein coding	chr22	23608452	23632321	-	23632321
ENSG00000189339.11	SLC35E2B	25.5491	Cells - Cultured fibroblasts	728661	protein coding	chr1	1659529	1692728	-	1692728
ENSG00000189398.5	OR7E12P	13.0598	Cells - Cultured fibroblasts	10821	unprocessed pseudogene	chr11	3390780	3391752	-	3391752
ENSG00000196152.10	ZNF79	6.33004	Cells - Cultured fibroblasts	7633	protein coding	chr9	127424374	127445372	+	127424374
ENSG00000196204.11	RNF216P1	10.6343	Cells - Cultured fibroblasts	441191	transcribed unprocessed pseudogene	chr7	4973988	5040675	+	4973988
ENSG00000196262.13	PPIA	554.776	Cells - Cultured fibroblasts	5478	protein coding	chr7	44796680	44824564	+	44796680
ENSG00000196365.11	LONP1	81.6859	Cells - Cultured fibroblasts	9361	protein coding	chr19	5691834	5720572	-	5720572
ENSG00000196458.10	ZNF605	9.01751	Cells - Cultured fibroblasts	100289635	protein coding	chr12	132918308	132956306	-	132956306
ENSG00000196504.15	PRPF40A	44.8468	Cells - Cultured fibroblasts	55660	protein coding	chr2	152651593	152717997	-	152717997
ENSG00000196655.11	TRAPPC4	50.3731	Cells - Cultured fibroblasts	51399	protein coding	chr11	119018432	119025454	+	119018432
ENSG00000196668.3	LINC00173	0.711973	Cells - Cultured fibroblasts	100287569	processed transcript	chr12	116533422	116536518	+	116533422
ENSG00000196670.13	ZFP62	13.7539	Cells - Cultured fibroblasts	643836	protein coding	chr5	180847611	180861285	-	180861285
ENSG00000196700.8	ZNF512B	18.8542	Cells - Cultured fibroblasts	57473	protein coding	chr20	63956702	63969865	-	63969865
ENSG00000196704.11	AMZ2	63.4749	Cells - Cultured fibroblasts	51321	protein coding	chr17	68247574	68257164	+	68247574
ENSG00000196810.4	CTBP1-AS2	6.84859	Cells - Cultured fibroblasts		antisense	chr4	1249300	1288291	+	1249300
ENSG00000196912.12	ANKRD36B	1.7132	Cells - Cultured fibroblasts	57730	protein coding	chr2	97492663	97589965	-	97589965
ENSG00000196922.10	ZNF252P	6.52474	Cells - Cultured fibroblasts	286101	transcribed unitary pseudogene	chr8	144973589	145002895	-	145002895
ENSG00000196923.13	PDLIM7	128.706	Cells - Cultured fibroblasts	9260	protein coding	chr5	177483394	177497606	-	177497606
ENSG00000196975.15	ANXA4	57.0818	Cells - Cultured fibroblasts	307	protein coding	chr2	69644425	69827100	+	69644425
ENSG00000196998.17	WDR45	29.969	Cells - Cultured fibroblasts	11152	protein coding	chrX	49071470	49101170	-	49101170
ENSG00000197157.10	SND1	195.636	Cells - Cultured fibroblasts	27044	protein coding	chr7	127652180	128092609	+	127652180
ENSG00000197302.10	ZNF720	3.63855	Cells - Cultured fibroblasts	124411	protein coding	chr16	31713229	31794869	+	31713229
ENSG00000197498.12	RPF2	31.6655	Cells - Cultured fibroblasts	84154	protein coding	chr6	110982015	111028263	+	110982015
ENSG00000197586.12	ENTPD6	41.4412	Cells - Cultured fibroblasts	955	protein coding	chr20	25195693	25226729	+	25195693
ENSG00000197603.13	C5orf42	9.35116	Cells - Cultured fibroblasts	65250	protein coding	chr5	37106228	37249428	-	37249428
ENSG00000197670.6	RP4-724E16.2	0.794647	Cells - Cultured fibroblasts	101927770	antisense	chr20	53552770	53575863	+	53552770
ENSG00000197712.11	FAM114A1	94.9413	Cells - Cultured fibroblasts	92689	protein coding	chr4	38867677	38945739	+	38867677
ENSG00000197728.9	RPS26	495.12	Cells - Cultured fibroblasts	6231	protein coding	chr12	56041853	56044675	+	56041853
ENSG00000197780.9	TAF13	58.9088	Cells - Cultured fibroblasts	6884	protein coding	chr1	109062486	109076002	-	109076002
ENSG00000197785.13	ATAD3A	32.1132	Cells - Cultured fibroblasts	55210	protein coding	chr1	1512151	1534687	+	1512151
ENSG00000197860.9	SGTB	14.2053	Cells - Cultured fibroblasts	54557	protein coding	chr5	65665928	65723035	-	65723035
ENSG00000197879.14	MYO1C	150.488	Cells - Cultured fibroblasts	4641	protein coding	chr17	1464098	1492812	-	1492812
ENSG00000198087.7	CD2AP	15.1044	Cells - Cultured fibroblasts	23607	protein coding	chr6	47477789	47627263	+	47477789
ENSG00000198113.2	TOR4A	19.2207	Cells - Cultured fibroblasts	54863	protein coding	chr9	137277749	137282641	+	137277749
ENSG00000198298.12	ZNF485	5.73478	Cells - Cultured fibroblasts	220992	protein coding	chr10	43606407	43617903	+	43606407
ENSG00000198346.10	ZNF813	2.9319	Cells - Cultured fibroblasts	126017	protein coding	chr19	53467735	53496255	+	53467735
ENSG00000198464.13	ZNF480	10.17	Cells - Cultured fibroblasts	147657	protein coding	chr19	52297177	52325922	+	52297177
ENSG00000198466.11	ZNF587	15.6364	Cells - Cultured fibroblasts	84914	protein coding	chr19	57849857	57865112	+	57849857
ENSG00000198496.10	NBR2	5.64988	Cells - Cultured fibroblasts	10230	transcribed unprocessed pseudogene	chr17	43125610	43153671	+	43125610
ENSG00000198721.12	ECI2	91.5082	Cells - Cultured fibroblasts	10455	protein coding	chr6	4115689	4135597	-	4135597
ENSG00000198818.9	SFT2D1	37.9067	Cells - Cultured fibroblasts	113402	protein coding	chr6	166319728	166342591	-	166342591
ENSG00000198824.5	CHAMP1	41.0663	Cells - Cultured fibroblasts	283489	protein coding	chr13	114314513	114327328	+	114314513
ENSG00000198964.13	SGMS1	11.1174	Cells - Cultured fibroblasts	259230	protein coding	chr10	50305586	50625163	-	50625163
ENSG00000203727.3	SAMD5	0.0774966	Cells - Cultured fibroblasts	389432	protein coding	chr6	147508927	147737547	+	147508927
ENSG00000203875.10	SNHG5	185.428	Cells - Cultured fibroblasts	387066	processed transcript	chr6	85660950	85678736	-	85678736
ENSG00000204060.6	FOXO6	0.210363	Cells - Cultured fibroblasts	100132074	protein coding	chr1	41361922	41383590	+	41361922
ENSG00000204084.12	INPP5B	8.57057	Cells - Cultured fibroblasts	3633	protein coding	chr1	37860697	37947057	-	37947057
ENSG00000204138.12	PHACTR4	15.6314	Cells - Cultured fibroblasts	65979	protein coding	chr1	28369582	28500369	+	28369582
ENSG00000204219.9	TCEA3	12.6553	Cells - Cultured fibroblasts	6920	protein coding	chr1	23381061	23424740	-	23424740
ENSG00000204257.14	HLA-DMA	5.7545	Cells - Cultured fibroblasts	3108	protein coding	chr6	32948613	32969094	-	32969094
ENSG00000204267.13	TAP2	23.6799	Cells - Cultured fibroblasts	6891	protein coding	chr6	32821833	32838780	-	32838780
ENSG00000204305.13	AGER	5.94181	Cells - Cultured fibroblasts	177	protein coding	chr6	32180968	32184324	-	32184324
